County,Agency,Age,Race/Ethnicity,Gender2
Cumberland,Cumberland Co Prosecutors Office,33,Black or African American,Female
Cumberland,Cumberland Co Prosecutors Office,35,White,Male
Cumberland,Cumberland Co Prosecutors Office,36,Hispanic,Male
Cumberland,Cumberland Co Prosecutors Office,36,White,Female
Cumberland,Cumberland Co Prosecutors Office,39,White,Male
Cumberland,Cumberland Co Prosecutors Office,39,Asian,Male
Cumberland,Cumberland Co Prosecutors Office,40,White,Male
Cumberland,Cumberland Co Prosecutors Office,40,White,Female
Cumberland,Cumberland Co Prosecutors Office,40,White,Female
Cumberland,Cumberland Co Prosecutors Office,41,White,Female
Cumberland,Cumberland Co Prosecutors Office,41,White,Male
Cumberland,Cumberland Co Prosecutors Office,41,Black or African American,Male
Cumberland,Cumberland Co Prosecutors Office,42,White,Male
Cumberland,Cumberland Co Prosecutors Office,43,Hispanic,Male
Cumberland,Cumberland Co Prosecutors Office,45,White,Male
Cumberland,Cumberland Co Prosecutors Office,46,Hispanic,Male
Cumberland,Cumberland Co Prosecutors Office,46,White,Male
Cumberland,Cumberland Co Prosecutors Office,47,Hispanic,Female
Cumberland,Cumberland Co Prosecutors Office,47,White,Male
Cumberland,Cumberland Co Prosecutors Office,47,White,Male
Cumberland,Cumberland Co Prosecutors Office,47,White,Male
Cumberland,Cumberland Co Prosecutors Office,47,White,Male
Cumberland,Cumberland Co Prosecutors Office,47,White,Male
Cumberland,Cumberland Co Prosecutors Office,47,White,Female
Cumberland,Cumberland Co Prosecutors Office,48,Black or African American,Female
Cumberland,Cumberland Co Prosecutors Office,50,White,Male
Cumberland,Cumberland Co Prosecutors Office,51,Hispanic,Male
Cumberland,Cumberland Co Prosecutors Office,52,Black or African American,Male
Cumberland,Cumberland Co Prosecutors Office,52,White,Male
Cumberland,Cumberland Co Prosecutors Office,53,White,Male
Cumberland,Cumberland Co Prosecutors Office,56,White,Female
Cumberland,Cumberland Co Prosecutors Office,58,White,Male
Cumberland,Cumberland Co Prosecutors Office,59,White,Male
Cumberland,Cumberland Co Prosecutors Office,63,White,Male
Cumberland,Cumberland Co Prosecutors Office,65,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,20,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,21,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,22,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,22,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,23,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,23,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,23,White,Female
Cumberland,Cumberland Co Sheriff'S Dept,23,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,23,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,25,Black or African American,Male
Cumberland,Cumberland Co Sheriff'S Dept,25,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,25,Hispanic,Female
Cumberland,Cumberland Co Sheriff'S Dept,25,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,26,Hispanic,Female
Cumberland,Cumberland Co Sheriff'S Dept,26,Hispanic,Female
Cumberland,Cumberland Co Sheriff'S Dept,27,White,Female
Cumberland,Cumberland Co Sheriff'S Dept,27,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,27,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,27,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,27,White,Female
Cumberland,Cumberland Co Sheriff'S Dept,27,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,27,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,28,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,28,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,28,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,28,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,29,Black or African American,Male
Cumberland,Cumberland Co Sheriff'S Dept,29,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,29,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,29,Two or more races,Male
Cumberland,Cumberland Co Sheriff'S Dept,29,Hispanic,Female
Cumberland,Cumberland Co Sheriff'S Dept,29,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,30,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,30,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,30,White,Female
Cumberland,Cumberland Co Sheriff'S Dept,31,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,31,Black or African American,Male
Cumberland,Cumberland Co Sheriff'S Dept,32,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,33,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,34,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,35,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,35,White,Female
Cumberland,Cumberland Co Sheriff'S Dept,35,Black or African American,Female
Cumberland,Cumberland Co Sheriff'S Dept,36,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,37,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,38,White,Female
Cumberland,Cumberland Co Sheriff'S Dept,39,Two or more races,Male
Cumberland,Cumberland Co Sheriff'S Dept,40,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,40,Hispanic,Female
Cumberland,Cumberland Co Sheriff'S Dept,40,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,40,White,Female
Cumberland,Cumberland Co Sheriff'S Dept,41,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,41,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,41,Hispanic,Female
Cumberland,Cumberland Co Sheriff'S Dept,42,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,43,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,44,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,45,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,47,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,47,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,47,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,48,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,48,White,Female
Cumberland,Cumberland Co Sheriff'S Dept,50,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,50,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,50,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,51,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,53,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,54,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,55,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,56,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,56,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,56,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,58,White,Male
Cumberland,Cumberland Co Sheriff'S Dept,59,Hispanic,Male
Cumberland,Cumberland Co Sheriff'S Dept,72,White,Male
Cumberland,Millville PD,20,White,Male
Cumberland,Millville PD,20,White,Male
Cumberland,Millville PD,22,Black or African American,Male
Cumberland,Millville PD,22,Hispanic,Male
Cumberland,Millville PD,23,White,Female
Cumberland,Millville PD,24,White,Male
Cumberland,Millville PD,24,White,Male
Cumberland,Millville PD,25,Hispanic,Male
Cumberland,Millville PD,25,White,Male
Cumberland,Millville PD,25,White,Male
Cumberland,Millville PD,26,White,Male
Cumberland,Millville PD,26,White,Male
Cumberland,Millville PD,26,Hispanic,Male
Cumberland,Millville PD,26,White,Male
Cumberland,Millville PD,27,Black or African American,Male
Cumberland,Millville PD,27,White,Male
Cumberland,Millville PD,27,White,Male
Cumberland,Millville PD,27,Hispanic,Male
Cumberland,Millville PD,27,White,Male
Cumberland,Millville PD,27,White,Male
Cumberland,Millville PD,27,Hispanic,Not Provided
Cumberland,Millville PD,28,White,Male
Cumberland,Millville PD,28,White,Male
Cumberland,Millville PD,28,Asian,Male
Cumberland,Millville PD,28,Hispanic,Male
Cumberland,Millville PD,29,White,Male
Cumberland,Millville PD,30,White,Female
Cumberland,Millville PD,30,Hispanic,Male
Cumberland,Millville PD,30,Hispanic,Male
Cumberland,Millville PD,30,White,Male
Cumberland,Millville PD,31,White,Male
Cumberland,Millville PD,31,White,Male
Cumberland,Millville PD,31,White,Male
Cumberland,Millville PD,32,White,Male
Cumberland,Millville PD,32,White,Male
Cumberland,Millville PD,34,Hispanic,Male
Cumberland,Millville PD,34,Hispanic,Male
Cumberland,Millville PD,34,White,Male
Cumberland,Millville PD,35,White,Male
Cumberland,Millville PD,35,White,Male
Cumberland,Millville PD,35,White,Male
Cumberland,Millville PD,36,White,Male
Cumberland,Millville PD,36,White,Male
Cumberland,Millville PD,36,White,Male
Cumberland,Millville PD,36,White,Male
Cumberland,Millville PD,36,White,Male
Cumberland,Millville PD,36,Hispanic,Male
Cumberland,Millville PD,37,White,Male
Cumberland,Millville PD,38,White,Male
Cumberland,Millville PD,39,White,Male
Cumberland,Millville PD,39,White,Female
Cumberland,Millville PD,40,White,Male
Cumberland,Millville PD,40,White,Male
Cumberland,Millville PD,41,White,Male
Cumberland,Millville PD,41,Hispanic,Male
Cumberland,Millville PD,41,White,Male
Cumberland,Millville PD,41,White,Male
Cumberland,Millville PD,42,White,Female
Cumberland,Millville PD,42,Hispanic,Male
Cumberland,Millville PD,42,White,Male
Cumberland,Millville PD,43,Hispanic,Male
Cumberland,Millville PD,44,White,Male
Cumberland,Millville PD,44,White,Female
Cumberland,Millville PD,44,White,Male
Cumberland,Millville PD,44,White,Male
Cumberland,Millville PD,44,White,Male
Cumberland,Millville PD,44,White,Male
Cumberland,Millville PD,44,Hispanic,Male
Cumberland,Millville PD,46,White,Male
Cumberland,Millville PD,46,Hispanic,Male
Cumberland,Millville PD,46,White,Male
Cumberland,Millville PD,46,White,Male
Cumberland,Millville PD,47,White,Male
Cumberland,Millville PD,48,White,Male
Cumberland,Millville PD,49,White,Male
Cumberland,Millville PD,51,White,Male
Cumberland,Millville PD,51,White,Male
Cumberland,Millville PD,52,White,Male
Cumberland,Millville PD,53,White,Male
Cumberland,Millville PD,54,White,Male
Cumberland,Vineland PD,23,Hispanic,Male
Cumberland,Vineland PD,23,Black or African American,Male
Cumberland,Vineland PD,24,Hispanic,Male
Cumberland,Vineland PD,24,Hispanic,Male
Cumberland,Vineland PD,25,White,Male
Cumberland,Vineland PD,25,Hispanic,Male
Cumberland,Vineland PD,25,White,Male
Cumberland,Vineland PD,25,Hispanic,Male
Cumberland,Vineland PD,25,White,Male
Cumberland,Vineland PD,26,White,Female
Cumberland,Vineland PD,26,Black or African American,Male
Cumberland,Vineland PD,26,White,Male
Cumberland,Vineland PD,26,Hispanic,Male
Cumberland,Vineland PD,27,White,Male
Cumberland,Vineland PD,27,White,Male
Cumberland,Vineland PD,27,White,Male
Cumberland,Vineland PD,27,White,Male
Cumberland,Vineland PD,27,Black or African American,Male
Cumberland,Vineland PD,27,Hispanic,Male
Cumberland,Vineland PD,27,Black or African American,Male
Cumberland,Vineland PD,27,Hispanic,Female
Cumberland,Vineland PD,28,Hispanic,Male
Cumberland,Vineland PD,28,Black or African American,Male
Cumberland,Vineland PD,28,White,Male
Cumberland,Vineland PD,28,Other,Male
Cumberland,Vineland PD,29,Hispanic,Male
Cumberland,Vineland PD,29,Hispanic,Female
Cumberland,Vineland PD,29,Hispanic,Female
Cumberland,Vineland PD,30,Black or African American,Male
Cumberland,Vineland PD,30,Black or African American,Male
Cumberland,Vineland PD,30,White,Male
Cumberland,Vineland PD,30,Hispanic,Male
Cumberland,Vineland PD,30,Hispanic,Male
Cumberland,Vineland PD,30,Black or African American,Male
Cumberland,Vineland PD,30,Hispanic,Male
Cumberland,Vineland PD,30,White,Male
Cumberland,Vineland PD,30,White,Male
Cumberland,Vineland PD,30,Hispanic,Female
Cumberland,Vineland PD,30,Hispanic,Male
Cumberland,Vineland PD,30,Hispanic,Female
Cumberland,Vineland PD,30,Hispanic,Male
Cumberland,Vineland PD,30,White,Male
Cumberland,Vineland PD,31,White,Female
Cumberland,Vineland PD,31,White,Male
Cumberland,Vineland PD,31,White,Male
Cumberland,Vineland PD,31,White,Male
Cumberland,Vineland PD,31,Hispanic,Female
Cumberland,Vineland PD,32,White,Male
Cumberland,Vineland PD,32,White,Male
Cumberland,Vineland PD,32,White,Male
Cumberland,Vineland PD,32,Hispanic,Male
Cumberland,Vineland PD,32,Black or African American,Male
Cumberland,Vineland PD,32,White,Male
Cumberland,Vineland PD,32,Hispanic,Female
Cumberland,Vineland PD,33,Hispanic,Male
Cumberland,Vineland PD,33,Hispanic,Male
Cumberland,Vineland PD,33,White,Male
Cumberland,Vineland PD,34,White,Male
Cumberland,Vineland PD,34,Hispanic,Male
Cumberland,Vineland PD,34,White,Male
Cumberland,Vineland PD,34,White,Male
Cumberland,Vineland PD,34,Hispanic,Male
Cumberland,Vineland PD,34,White,Male
Cumberland,Vineland PD,34,Hispanic,Female
Cumberland,Vineland PD,34,White,Female
Cumberland,Vineland PD,34,Other,Male
Cumberland,Vineland PD,34,Hispanic,Male
Cumberland,Vineland PD,34,White,Male
Cumberland,Vineland PD,35,Hispanic,Female
Cumberland,Vineland PD,35,White,Male
Cumberland,Vineland PD,35,Hispanic,Male
Cumberland,Vineland PD,36,White,Male
Cumberland,Vineland PD,36,Hispanic,Male
Cumberland,Vineland PD,36,White,Male
Cumberland,Vineland PD,37,Black or African American,Male
Cumberland,Vineland PD,37,White,Male
Cumberland,Vineland PD,38,White,Male
Cumberland,Vineland PD,38,Hispanic,Male
Cumberland,Vineland PD,38,Hispanic,Male
Cumberland,Vineland PD,38,Black or African American,Male
Cumberland,Vineland PD,39,White,Male
Cumberland,Vineland PD,39,White,Male
Cumberland,Vineland PD,40,Hispanic,Male
Cumberland,Vineland PD,40,Hispanic,Male
Cumberland,Vineland PD,40,Hispanic,Male
Cumberland,Vineland PD,40,Hispanic,Male
Cumberland,Vineland PD,40,Hispanic,Male
Cumberland,Vineland PD,40,White,Male
Cumberland,Vineland PD,41,White,Male
Cumberland,Vineland PD,41,White,Male
Cumberland,Vineland PD,41,White,Male
Cumberland,Vineland PD,41,Hispanic,Male
Cumberland,Vineland PD,41,White,Male
Cumberland,Vineland PD,41,White,Male
Cumberland,Vineland PD,41,White,Male
Cumberland,Vineland PD,42,Hispanic,Male
Cumberland,Vineland PD,42,White,Male
Cumberland,Vineland PD,42,Hispanic,Male
Cumberland,Vineland PD,42,Black or African American,Male
Cumberland,Vineland PD,42,White,Male
Cumberland,Vineland PD,42,White,Male
Cumberland,Vineland PD,43,White,Male
Cumberland,Vineland PD,43,White,Female
Cumberland,Vineland PD,43,Hispanic,Male
Cumberland,Vineland PD,43,White,Male
Cumberland,Vineland PD,43,White,Male
Cumberland,Vineland PD,44,White,Male
Cumberland,Vineland PD,44,Hispanic,Male
Cumberland,Vineland PD,45,White,Male
Cumberland,Vineland PD,45,Hispanic,Female
Cumberland,Vineland PD,45,White,Male
Cumberland,Vineland PD,45,White,Male
Cumberland,Vineland PD,45,Hispanic,Male
Cumberland,Vineland PD,45,White,Male
Cumberland,Vineland PD,45,White,Male
Cumberland,Vineland PD,46,Hispanic,Male
Cumberland,Vineland PD,46,White,Male
Cumberland,Vineland PD,46,White,Male
Cumberland,Vineland PD,46,White,Male
Cumberland,Vineland PD,46,White,Male
Cumberland,Vineland PD,47,White,Male
Cumberland,Vineland PD,48,White,Male
Cumberland,Vineland PD,49,White,Male
Cumberland,Vineland PD,49,White,Male
Cumberland,Vineland PD,49,White,Male
Cumberland,Vineland PD,49,Hispanic,Male
Cumberland,Vineland PD,50,Hispanic,Male
Cumberland,Vineland PD,50,White,Male
Cumberland,Vineland PD,51,White,Male
Cumberland,Vineland PD,51,White,Male
Cumberland,Vineland PD,51,Hispanic,Male
Cumberland,Vineland PD,52,Hispanic,Male
Cumberland,Vineland PD,53,Hispanic,Male
Cumberland,Vineland PD,53,Hispanic,Male
Cumberland,Vineland PD,53,Black or African American,Male
Cumberland,Vineland PD,53,White,Male
Cumberland,Vineland PD,53,Hispanic,Male
Cumberland,Vineland PD,53,Black or African American,Male
Cumberland,Vineland PD,55,White,Female
Cumberland,Vineland PD,55,White,Male
Cumberland,Vineland PD,61,White,Male
Essex,Belleville PD,23,Black or African American,Male
Essex,Belleville PD,24,Hispanic,Male
Essex,Belleville PD,24,Asian,Male
Essex,Belleville PD,25,Hispanic,Male
Essex,Belleville PD,25,White,Female
Essex,Belleville PD,25,White,Female
Essex,Belleville PD,26,White,Male
Essex,Belleville PD,27,White,Male
Essex,Belleville PD,27,Hispanic,Male
Essex,Belleville PD,27,White,Male
Essex,Belleville PD,27,Hispanic,Male
Essex,Belleville PD,28,Hispanic,Male
Essex,Belleville PD,28,Hispanic,Male
Essex,Belleville PD,28,White,Male
Essex,Belleville PD,29,White,Male
Essex,Belleville PD,29,White,Male
Essex,Belleville PD,29,Black or African American,Male
Essex,Belleville PD,29,Hispanic,Male
Essex,Belleville PD,29,White,Male
Essex,Belleville PD,30,White,Male
Essex,Belleville PD,30,White,Male
Essex,Belleville PD,30,White,Male
Essex,Belleville PD,30,Hispanic,Male
Essex,Belleville PD,30,White,Male
Essex,Belleville PD,30,White,Male
Essex,Belleville PD,31,Hispanic,Male
Essex,Belleville PD,31,Asian,Male
Essex,Belleville PD,31,White,Male
Essex,Belleville PD,31,White,Male
Essex,Belleville PD,31,Hispanic,Female
Essex,Belleville PD,31,White,Male
Essex,Belleville PD,32,White,Male
Essex,Belleville PD,32,Asian,Male
Essex,Belleville PD,33,White,Male
Essex,Belleville PD,33,Hispanic,Male
Essex,Belleville PD,33,White,Male
Essex,Belleville PD,33,Hispanic,Male
Essex,Belleville PD,33,Hispanic,Male
Essex,Belleville PD,33,Hispanic,Male
Essex,Belleville PD,33,White,Male
Essex,Belleville PD,34,White,Male
Essex,Belleville PD,34,White,Male
Essex,Belleville PD,34,White,Male
Essex,Belleville PD,34,Hispanic,Male
Essex,Belleville PD,34,White,Male
Essex,Belleville PD,35,White,Male
Essex,Belleville PD,35,Hispanic,Male
Essex,Belleville PD,35,Hispanic,Female
Essex,Belleville PD,35,Hispanic,Male
Essex,Belleville PD,35,White,Male
Essex,Belleville PD,35,Hispanic,Male
Essex,Belleville PD,35,Hispanic,Male
Essex,Belleville PD,36,White,Male
Essex,Belleville PD,36,Asian,Male
Essex,Belleville PD,36,Hispanic,Male
Essex,Belleville PD,37,White,Male
Essex,Belleville PD,38,White,Male
Essex,Belleville PD,38,Hispanic,Male
Essex,Belleville PD,38,Hispanic,Male
Essex,Belleville PD,39,White,Male
Essex,Belleville PD,39,White,Male
Essex,Belleville PD,40,White,Male
Essex,Belleville PD,40,White,Male
Essex,Belleville PD,40,Hispanic,Female
Essex,Belleville PD,40,White,Male
Essex,Belleville PD,40,White,Male
Essex,Belleville PD,40,Hispanic,Male
Essex,Belleville PD,41,White,Male
Essex,Belleville PD,42,White,Male
Essex,Belleville PD,43,White,Female
Essex,Belleville PD,43,White,Male
Essex,Belleville PD,44,White,Male
Essex,Belleville PD,44,Black or African American,Male
Essex,Belleville PD,44,Hispanic,Male
Essex,Belleville PD,45,White,Male
Essex,Belleville PD,45,White,Male
Essex,Belleville PD,45,White,Male
Essex,Belleville PD,45,White,Male
Essex,Belleville PD,45,White,Male
Essex,Belleville PD,46,White,Male
Essex,Belleville PD,46,Black or African American,Male
Essex,Belleville PD,47,White,Male
Essex,Belleville PD,47,White,Male
Essex,Belleville PD,47,White,Male
Essex,Belleville PD,48,Hispanic,Male
Essex,Belleville PD,49,White,Male
Essex,Belleville PD,49,White,Male
Essex,Belleville PD,49,White,Male
Essex,Belleville PD,49,White,Male
Essex,Belleville PD,49,White,Male
Essex,Belleville PD,49,White,Male
Essex,Belleville PD,50,White,Male
Essex,Belleville PD,50,White,Female
Essex,Belleville PD,52,White,Male
Essex,Belleville PD,52,White,Male
Essex,Belleville PD,52,White,Male
Essex,Belleville PD,53,White,Male
Essex,Belleville PD,53,Hispanic,Male
Essex,Belleville PD,55,White,Male
Essex,Belleville PD,56,White,Male
Essex,Belleville PD,56,White,Male
Essex,Belleville PD,57,White,Male
Essex,Belleville PD,57,White,Male
Essex,Belleville PD,58,White,Male
Essex,Belleville PD,63,White,Male
Essex,Bloomfield PD,24,Hispanic,Male
Essex,Bloomfield PD,25,White,Male
Essex,Bloomfield PD,25,White,Male
Essex,Bloomfield PD,25,Hispanic,Female
Essex,Bloomfield PD,26,Black or African American,Male
Essex,Bloomfield PD,27,Hispanic,Male
Essex,Bloomfield PD,27,White,Female
Essex,Bloomfield PD,28,White,Male
Essex,Bloomfield PD,28,White,Male
Essex,Bloomfield PD,28,Hispanic,Male
Essex,Bloomfield PD,28,White,Male
Essex,Bloomfield PD,28,White,Male
Essex,Bloomfield PD,28,White,Male
Essex,Bloomfield PD,28,Hispanic,Male
Essex,Bloomfield PD,28,Hispanic,Male
Essex,Bloomfield PD,29,White,Male
Essex,Bloomfield PD,30,White,Male
Essex,Bloomfield PD,30,Asian,Male
Essex,Bloomfield PD,30,White,Male
Essex,Bloomfield PD,31,Asian,Male
Essex,Bloomfield PD,31,Hispanic,Male
Essex,Bloomfield PD,31,White,Male
Essex,Bloomfield PD,31,Hispanic,Female
Essex,Bloomfield PD,31,White,Male
Essex,Bloomfield PD,31,Asian,Male
Essex,Bloomfield PD,31,White,Male
Essex,Bloomfield PD,31,Asian,Male
Essex,Bloomfield PD,31,White,Male
Essex,Bloomfield PD,31,White,Male
Essex,Bloomfield PD,32,White,Male
Essex,Bloomfield PD,32,White,Male
Essex,Bloomfield PD,32,White,Male
Essex,Bloomfield PD,32,Black or African American,Male
Essex,Bloomfield PD,32,White,Male
Essex,Bloomfield PD,32,White,Male
Essex,Bloomfield PD,32,White,Male
Essex,Bloomfield PD,33,White,Male
Essex,Bloomfield PD,33,White,Male
Essex,Bloomfield PD,33,Hispanic,Female
Essex,Bloomfield PD,33,White,Male
Essex,Bloomfield PD,33,Hispanic,Male
Essex,Bloomfield PD,33,White,Male
Essex,Bloomfield PD,34,Hispanic,Male
Essex,Bloomfield PD,34,Hispanic,Male
Essex,Bloomfield PD,35,White,Male
Essex,Bloomfield PD,35,Black or African American,Male
Essex,Bloomfield PD,35,White,Male
Essex,Bloomfield PD,35,Hispanic,Male
Essex,Bloomfield PD,36,White,Male
Essex,Bloomfield PD,36,Asian,Male
Essex,Bloomfield PD,36,White,Male
Essex,Bloomfield PD,37,Hispanic,Male
Essex,Bloomfield PD,37,Black or African American,Male
Essex,Bloomfield PD,38,Hispanic,Male
Essex,Bloomfield PD,39,White,Male
Essex,Bloomfield PD,39,White,Male
Essex,Bloomfield PD,39,Hispanic,Male
Essex,Bloomfield PD,40,White,Male
Essex,Bloomfield PD,40,Hispanic,Male
Essex,Bloomfield PD,40,Hispanic,Female
Essex,Bloomfield PD,40,White,Female
Essex,Bloomfield PD,40,Hispanic,Male
Essex,Bloomfield PD,40,Hispanic,Male
Essex,Bloomfield PD,40,Hispanic,Male
Essex,Bloomfield PD,40,Black or African American,Male
Essex,Bloomfield PD,41,White,Male
Essex,Bloomfield PD,42,Hispanic,Female
Essex,Bloomfield PD,42,Hispanic,Male
Essex,Bloomfield PD,42,Hispanic,Male
Essex,Bloomfield PD,42,White,Male
Essex,Bloomfield PD,43,White,Male
Essex,Bloomfield PD,43,White,Male
Essex,Bloomfield PD,43,White,Male
Essex,Bloomfield PD,43,White,Male
Essex,Bloomfield PD,43,White,Male
Essex,Bloomfield PD,44,White,Male
Essex,Bloomfield PD,44,White,Male
Essex,Bloomfield PD,44,White,Male
Essex,Bloomfield PD,44,White,Male
Essex,Bloomfield PD,44,Asian,Male
Essex,Bloomfield PD,44,Hispanic,Male
Essex,Bloomfield PD,44,White,Female
Essex,Bloomfield PD,44,White,Female
Essex,Bloomfield PD,45,White,Male
Essex,Bloomfield PD,45,Asian,Male
Essex,Bloomfield PD,45,White,Male
Essex,Bloomfield PD,46,White,Male
Essex,Bloomfield PD,47,White,Male
Essex,Bloomfield PD,47,White,Male
Essex,Bloomfield PD,47,White,Male
Essex,Bloomfield PD,47,White,Male
Essex,Bloomfield PD,47,White,Male
Essex,Bloomfield PD,48,White,Male
Essex,Bloomfield PD,49,White,Male
Essex,Bloomfield PD,49,White,Male
Essex,Bloomfield PD,49,White,Male
Essex,Bloomfield PD,49,Hispanic,Male
Essex,Bloomfield PD,49,White,Male
Essex,Bloomfield PD,49,Hispanic,Male
Essex,Bloomfield PD,49,Hispanic,Male
Essex,Bloomfield PD,49,Hispanic,Male
Essex,Bloomfield PD,50,White,Male
Essex,Bloomfield PD,51,White,Male
Essex,Bloomfield PD,51,White,Male
Essex,Bloomfield PD,51,White,Male
Essex,Bloomfield PD,51,Black or African American,Male
Essex,Bloomfield PD,51,Black or African American,Male
Essex,Bloomfield PD,51,White,Male
Essex,Bloomfield PD,52,White,Male
Essex,Bloomfield PD,52,White,Male
Essex,Bloomfield PD,52,White,Male
Essex,Bloomfield PD,52,White,Male
Essex,Bloomfield PD,52,Black or African American,Male
Essex,Bloomfield PD,52,Hispanic,Male
Essex,Bloomfield PD,52,White,Male
Essex,Bloomfield PD,53,White,Male
Essex,Bloomfield PD,53,Hispanic,Male
Essex,Bloomfield PD,55,White,Male
Essex,Bloomfield PD,55,White,Male
Essex,Bloomfield PD,62,White,Male
Essex,Caldwell PD,28,White,Male
Essex,Caldwell PD,28,White,Male
Essex,Caldwell PD,31,White,Male
Essex,Caldwell PD,33,White,Male
Essex,Caldwell PD,35,White,Male
Essex,Caldwell PD,36,White,Male
Essex,Caldwell PD,37,White,Male
Essex,Caldwell PD,38,White,Male
Essex,Caldwell PD,38,White,Male
Essex,Caldwell PD,41,White,Male
Essex,Caldwell PD,42,White,Male
Essex,Caldwell PD,42,White,Male
Essex,Caldwell PD,42,White,Female
Essex,Caldwell PD,46,White,Male
Essex,Caldwell PD,48,Hispanic,Female
Essex,Caldwell PD,48,White,Male
Essex,Caldwell PD,48,White,Male
Essex,Caldwell PD,51,White,Male
Essex,Cedar Grove PD,27,White,Male
Essex,Cedar Grove PD,28,White,Male
Essex,Cedar Grove PD,29,White,Male
Essex,Cedar Grove PD,30,White,Male
Essex,Cedar Grove PD,30,White,Male
Essex,Cedar Grove PD,31,White,Male
Essex,Cedar Grove PD,31,Black or African American,Male
Essex,Cedar Grove PD,32,Hispanic,Male
Essex,Cedar Grove PD,32,White,Male
Essex,Cedar Grove PD,32,White,Male
Essex,Cedar Grove PD,34,White,Male
Essex,Cedar Grove PD,35,White,Male
Essex,Cedar Grove PD,37,White,Male
Essex,Cedar Grove PD,38,White,Male
Essex,Cedar Grove PD,38,White,Male
Essex,Cedar Grove PD,39,White,Female
Essex,Cedar Grove PD,40,White,Male
Essex,Cedar Grove PD,41,Hispanic,Male
Essex,Cedar Grove PD,41,White,Male
Essex,Cedar Grove PD,42,White,Female
Essex,Cedar Grove PD,46,White,Male
Essex,Cedar Grove PD,46,White,Male
Essex,Cedar Grove PD,48,White,Male
Essex,Cedar Grove PD,48,White,Male
Essex,Cedar Grove PD,49,White,Male
Essex,Cedar Grove PD,50,White,Male
Essex,Cedar Grove PD,51,White,Male
Essex,Cedar Grove PD,51,White,Male
Essex,Cedar Grove PD,52,White,Male
Essex,Cedar Grove PD,54,Asian,Female
Essex,East Orange PD,20,Black or African American,Male
Essex,East Orange PD,21,Black or African American,Male
Essex,East Orange PD,22,Hispanic,Male
Essex,East Orange PD,23,Black or African American,Female
Essex,East Orange PD,23,Other,Male
Essex,East Orange PD,24,Hispanic,Male
Essex,East Orange PD,25,Black or African American,Female
Essex,East Orange PD,25,Black or African American,Male
